identity	ownership	effects	capabilities	import_grants_capability	limits	negative_cases
g010-public:Stream.window	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event profile; Event.sequence supplies monotonic logical timestamps; positive Int duration; lazy nonempty windows yield independent owned Lists; no next-window callback executes early; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:window-duration-type,data:window-arity,data:window-missing-duration,data:window-copy,data:window-option-copy,data:window-sink-type,data:window-invalid-duration-0,data:window-invalid-duration--1,data:window-callback-trap
g010-public:Stream<Int>.from	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:stream-element-type,data:stream-value-type,data:stream-copy,data:stream-from-type
g010-public:Table.columnCount	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:table-column-count-arity
g010-public:Table.filter	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:table-filter-receiver-type,data:table-filter-result-type,data:table-filter-arity,data:table-filter-trap
g010-public:Table.fromColumns	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:table-empty-columns,data:table-wrong-name,data:table-wrong-column,data:table-copy,data:table-unequal-lengths,data:table-duplicate-name
g010-public:Table.groupBy	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 materialized native Table groups; one Int key; first-seen key and source row order; missing keys excluded by native policy; owned tables and independent cursor; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:group-key-type,data:group-key-arity,data:group-key-two,data:group-method-arity,data:group-copy,data:group-missing-name
g010-public:Table.groupBy.next	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 materialized native Table groups; one Int key; first-seen key and source row order; missing keys excluded by native policy; owned tables and independent cursor; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:group-empty-expect,data:group-copy
g010-public:Table.groupBy.sink	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 materialized native Table groups; one Int key; first-seen key and source row order; missing keys excluded by native policy; owned tables and independent cursor; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:group-sink-type
g010-public:Table.invalidRows	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Schema constraints preserve field name/type/order; nullability quality produces Bool and an independent invalid-row Table; source cells remain unchanged; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:quality-invalid-rows-arity
g010-public:Table.join	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Single shared Int key; native kind 1 inner/2 left; <=32 rows/8 output fields; key emitted once, distinct non-key names; left-then-right order; missing never matches; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:join-other-type,data:join-keys-type,data:join-kind-type,data:join-arity,data:join-over-limit-1,data:join-over-limit-2,data:join-duplicate-nonkey
g010-public:Table.rowCount	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:table-row-count-arity
g010-public:Table.select	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:table-select-name-type,data:table-select-empty,data:table-select-unknown-name,data:table-select-duplicate-name
g010-public:Table.sortBy	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:table-sort-name-type,data:table-sort-two-keys,data:table-sort-unknown-name
