item_id	subject	defined_value	failure_policy	scope	authority	state
ID-PUBLIC-3195e1f92eeabe0cb021c8c5	g007-public:Deque.popBack	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:deque-list-method	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:Deque.popBack	DECLARED
ID-PUBLIC-78fdfbb807ab24237c3d6a79	g007-public:Deque.popFront	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:deque-list-method	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:Deque.popFront	DECLARED
ID-PUBLIC-65c5d253ca0b922744fcfcc8	g007-public:Deque.pushBack	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:Deque-wrong-value	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:Deque.pushBack	DECLARED
ID-PUBLIC-beb9c62916e0f4b2d2b42904	g007-public:Deque.pushFront	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:Deque-wrong-value	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:Deque.pushFront	DECLARED
ID-PUBLIC-8b88ab6ed31ec0042835fdd9	g007-public:List.at	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-at-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.at	DECLARED
ID-PUBLIC-33dbc05a44f0ab6d4d45cf5f	g007-public:List.capacity	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-capacity-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.capacity	DECLARED
ID-PUBLIC-5f611fd51134cf40e6c57846	g007-public:List.contains	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-contains-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.contains	DECLARED
ID-PUBLIC-243ffcaabe801f9a1280687e	g007-public:List.deduplicate	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-deduplicate-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.deduplicate	DECLARED
ID-PUBLIC-0388e2a11c6f951dd687cf72	g007-public:List.filter	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:filter-return-type,sequence:list-filter-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.filter	DECLARED
ID-PUBLIC-dd91862edc8ffdba537eec22	g007-public:List.find	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-find-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.find	DECLARED
ID-PUBLIC-6b2ee2fdbf8cd8a5d5413b71	g007-public:List.get	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-get-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.get	DECLARED
ID-PUBLIC-b41f11e0475cee0903cfbb78	g007-public:List.insert	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-insert-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.insert	DECLARED
ID-PUBLIC-df17821a547b870f8a0f75ad	g007-public:List.length	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-length-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.length	DECLARED
ID-PUBLIC-bedc2c9777a4565efc643bd1	g007-public:List.map	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:map-return-type,sequence:map-arity,sequence:list-map-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.map	DECLARED
ID-PUBLIC-b9eb39d9d696126fd64a5aa7	g007-public:List.pop	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-pop-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.pop	DECLARED
ID-PUBLIC-d3ed66cd6cce48b3bcfbc78c	g007-public:List.push	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:List-wrong-value	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.push	DECLARED
ID-PUBLIC-86624278bd1a0a3c49919414	g007-public:List.remove	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-remove-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.remove	DECLARED
ID-PUBLIC-916e02627334129511e48c11	g007-public:List.reserve	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-reserve-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.reserve	DECLARED
ID-PUBLIC-f2b90f2005cad2ffa41f6868	g007-public:List.retain	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-retain-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.retain	DECLARED
ID-PUBLIC-be66105d554eff3c457bb2ca	g007-public:List.sort	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:sort-return-type,sequence:list-sort-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.sort	DECLARED
ID-PUBLIC-296c990dd884ab2b1f7a42ba	g007-public:List.swapRemove	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:list-swapRemove-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List.swapRemove	DECLARED
ID-PUBLIC-7ebb967c64d89b597f57cea0	g007-public:List<Int>.from	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:from-mixed,sequence:from-over-limit,sequence:from-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List<Int>.from	DECLARED
ID-PUBLIC-0e836a172b1745477386f78f	g007-public:List<Int>.new	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:List-element-type,sequence:List-constructor-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List<Int>.new	DECLARED
ID-PUBLIC-7d07b6ada16f4a03f54684c6	g007-public:List<Int>.withCapacity	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:List-element-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:List<Int>.withCapacity	DECLARED
ID-PUBLIC-efd62834a54e0a858ce5b3c2	g007-public:Queue.dequeue	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:Queue-copy	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:Queue.dequeue	DECLARED
ID-PUBLIC-dc58e72924e36dd2b1738251	g007-public:Queue.enqueue	Int64 elements; 16 live values; native List/Stack/ring storage and algorithms; typed callback bridges; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed sequential storage, views and checked indices; ownership and capacity follow exact declaration	sequence:Queue-wrong-value	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g007-public:Queue.enqueue	DECLARED
